Transações Aceitas
==================================================
{'transaction_id': 'TX1', 'sender': 'User4', 'receiver': 'User1', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX261', 'sender': 'User2', 'receiver': 'User1', 'amount': 68, 'status': 'valid'}
{'transaction_id': 'TX262', 'sender': 'User5', 'receiver': 'User2', 'amount': 26, 'status': 'valid'}
{'transaction_id': 'TX263', 'sender': 'User5', 'receiver': 'User1', 'amount': 3, 'status': 'valid'}
{'transaction_id': 'TX264', 'sender': 'User3', 'receiver': 'User5', 'amount': 13, 'status': 'valid'}
{'transaction_id': 'TX265', 'sender': 'User3', 'receiver': 'User2', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX266', 'sender': 'User1', 'receiver': 'User4', 'amount': 59, 'status': 'valid'}
{'transaction_id': 'TX267', 'sender': 'User2', 'receiver': 'User5', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX268', 'sender': 'User5', 'receiver': 'User2', 'amount': 19, 'status': 'valid'}
{'transaction_id': 'TX269', 'sender': 'User4', 'receiver': 'User1', 'amount': 19, 'status': 'valid'}
{'transaction_id': 'TX270', 'sender': 'User5', 'receiver': 'User3', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX271', 'sender': 'User5', 'receiver': 'User4', 'amount': 22, 'status': 'valid'}
{'transaction_id': 'TX272', 'sender': 'User5', 'receiver': 'User3', 'amount': 23, 'status': 'valid'}
{'transaction_id': 'TX273', 'sender': 'User2', 'receiver': 'User5', 'amount': 46, 'status': 'valid'}
{'transaction_id': 'TX274', 'sender': 'User1', 'receiver': 'User4', 'amount': 83, 'status': 'valid'}
{'transaction_id': 'TX275', 'sender': 'User2', 'receiver': 'User3', 'amount': 20, 'status': 'valid'}
{'transaction_id': 'TX276', 'sender': 'User1', 'receiver': 'User2', 'amount': 97, 'status': 'valid'}
{'transaction_id': 'TX277', 'sender': 'User4', 'receiver': 'User5', 'amount': 31, 'status': 'valid'}
{'transaction_id': 'TX278', 'sender': 'User5', 'receiver': 'User4', 'amount': 58, 'status': 'valid'}
{'transaction_id': 'TX279', 'sender': 'User4', 'receiver': 'User1', 'amount': 50, 'status': 'valid'}
{'transaction_id': 'TX280', 'sender': 'User3', 'receiver': 'User5', 'amount': 87, 'status': 'valid'}
{'transaction_id': 'TX281', 'sender': 'User1', 'receiver': 'User5', 'amount': 37, 'status': 'valid'}
{'transaction_id': 'TX282', 'sender': 'User5', 'receiver': 'User1', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX283', 'sender': 'User2', 'receiver': 'User5', 'amount': 75, 'status': 'valid'}
{'transaction_id': 'TX284', 'sender': 'User2', 'receiver': 'User3', 'amount': 78, 'status': 'valid'}
{'transaction_id': 'TX285', 'sender': 'User4', 'receiver': 'User5', 'amount': 25, 'status': 'valid'}
{'transaction_id': 'TX286', 'sender': 'User4', 'receiver': 'User2', 'amount': 77, 'status': 'valid'}
{'transaction_id': 'TX288', 'sender': 'User5', 'receiver': 'User1', 'amount': 71, 'status': 'valid'}
{'transaction_id': 'TX289', 'sender': 'User3', 'receiver': 'User5', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX290', 'sender': 'User5', 'receiver': 'User3', 'amount': 47, 'status': 'valid'}
{'transaction_id': 'TX292', 'sender': 'User5', 'receiver': 'User4', 'amount': 17, 'status': 'valid'}
{'transaction_id': 'TX293', 'sender': 'User3', 'receiver': 'User2', 'amount': 1, 'status': 'valid'}
{'transaction_id': 'TX294', 'sender': 'User5', 'receiver': 'User4', 'amount': 83, 'status': 'valid'}
{'transaction_id': 'TX295', 'sender': 'User5', 'receiver': 'User3', 'amount': 84, 'status': 'valid'}
{'transaction_id': 'TX296', 'sender': 'User4', 'receiver': 'User2', 'amount': 86, 'status': 'valid'}
{'transaction_id': 'TX297', 'sender': 'User2', 'receiver': 'User5', 'amount': 65, 'status': 'valid'}
{'transaction_id': 'TX298', 'sender': 'User1', 'receiver': 'User3', 'amount': 32, 'status': 'valid'}
{'transaction_id': 'TX299', 'sender': 'User5', 'receiver': 'User3', 'amount': 78, 'status': 'valid'}
{'transaction_id': 'TX300', 'sender': 'User3', 'receiver': 'User5', 'amount': 84, 'status': 'valid'}
{'transaction_id': 'TX301', 'sender': 'User5', 'receiver': 'User3', 'amount': 47, 'status': 'valid'}
{'transaction_id': 'TX302', 'sender': 'User2', 'receiver': 'User3', 'amount': 15, 'status': 'valid'}
{'transaction_id': 'TX303', 'sender': 'User4', 'receiver': 'User3', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX304', 'sender': 'User5', 'receiver': 'User2', 'amount': 41, 'status': 'valid'}
{'transaction_id': 'TX305', 'sender': 'User5', 'receiver': 'User2', 'amount': 33, 'status': 'valid'}
{'transaction_id': 'TX306', 'sender': 'User2', 'receiver': 'User1', 'amount': 3, 'status': 'valid'}
{'transaction_id': 'TX307', 'sender': 'User2', 'receiver': 'User3', 'amount': 91, 'status': 'valid'}
{'transaction_id': 'TX308', 'sender': 'User1', 'receiver': 'User4', 'amount': 70, 'status': 'valid'}
{'transaction_id': 'TX309', 'sender': 'User1', 'receiver': 'User5', 'amount': 75, 'status': 'valid'}
{'transaction_id': 'TX310', 'sender': 'User1', 'receiver': 'User5', 'amount': 90, 'status': 'valid'}
{'transaction_id': 'TX311', 'sender': 'User2', 'receiver': 'User4', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX312', 'sender': 'User5', 'receiver': 'User4', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX313', 'sender': 'User5', 'receiver': 'User2', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX314', 'sender': 'User3', 'receiver': 'User1', 'amount': 88, 'status': 'valid'}
{'transaction_id': 'TX315', 'sender': 'User5', 'receiver': 'User1', 'amount': 25, 'status': 'valid'}
{'transaction_id': 'TX316', 'sender': 'User1', 'receiver': 'User4', 'amount': 23, 'status': 'valid'}
{'transaction_id': 'TX317', 'sender': 'User5', 'receiver': 'User3', 'amount': 32, 'status': 'valid'}
{'transaction_id': 'TX318', 'sender': 'User3', 'receiver': 'User1', 'amount': 65, 'status': 'valid'}
{'transaction_id': 'TX319', 'sender': 'User5', 'receiver': 'User3', 'amount': 33, 'status': 'valid'}
{'transaction_id': 'TX320', 'sender': 'User1', 'receiver': 'User3', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX321', 'sender': 'User2', 'receiver': 'User5', 'amount': 99, 'status': 'valid'}
{'transaction_id': 'TX322', 'sender': 'User3', 'receiver': 'User1', 'amount': 51, 'status': 'valid'}
{'transaction_id': 'TX323', 'sender': 'User4', 'receiver': 'User1', 'amount': 58, 'status': 'valid'}
{'transaction_id': 'TX324', 'sender': 'User5', 'receiver': 'User3', 'amount': 97, 'status': 'valid'}
{'transaction_id': 'TX325', 'sender': 'User4', 'receiver': 'User5', 'amount': 35, 'status': 'valid'}
{'transaction_id': 'TX326', 'sender': 'User5', 'receiver': 'User1', 'amount': 29, 'status': 'valid'}
{'transaction_id': 'TX327', 'sender': 'User1', 'receiver': 'User4', 'amount': 6, 'status': 'valid'}
{'transaction_id': 'TX328', 'sender': 'User5', 'receiver': 'User4', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX329', 'sender': 'User5', 'receiver': 'User2', 'amount': 58, 'status': 'valid'}
{'transaction_id': 'TX330', 'sender': 'User5', 'receiver': 'User1', 'amount': 81, 'status': 'valid'}
{'transaction_id': 'TX331', 'sender': 'User2', 'receiver': 'User3', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX332', 'sender': 'User3', 'receiver': 'User5', 'amount': 34, 'status': 'valid'}
{'transaction_id': 'TX333', 'sender': 'User4', 'receiver': 'User3', 'amount': 40, 'status': 'valid'}
{'transaction_id': 'TX334', 'sender': 'User5', 'receiver': 'User2', 'amount': 92, 'status': 'valid'}
{'transaction_id': 'TX335', 'sender': 'User4', 'receiver': 'User5', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX336', 'sender': 'User3', 'receiver': 'User4', 'amount': 78, 'status': 'valid'}
{'transaction_id': 'TX337', 'sender': 'User1', 'receiver': 'User3', 'amount': 66, 'status': 'valid'}
{'transaction_id': 'TX338', 'sender': 'User2', 'receiver': 'User1', 'amount': 3, 'status': 'valid'}
{'transaction_id': 'TX339', 'sender': 'User1', 'receiver': 'User2', 'amount': 69, 'status': 'valid'}
{'transaction_id': 'TX340', 'sender': 'User5', 'receiver': 'User4', 'amount': 31, 'status': 'valid'}
{'transaction_id': 'TX341', 'sender': 'User3', 'receiver': 'User1', 'amount': 61, 'status': 'valid'}
{'transaction_id': 'TX342', 'sender': 'User5', 'receiver': 'User2', 'amount': 28, 'status': 'valid'}
{'transaction_id': 'TX343', 'sender': 'User1', 'receiver': 'User5', 'amount': 55, 'status': 'valid'}
{'transaction_id': 'TX344', 'sender': 'User5', 'receiver': 'User1', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX345', 'sender': 'User5', 'receiver': 'User1', 'amount': 64, 'status': 'valid'}
{'transaction_id': 'TX346', 'sender': 'User5', 'receiver': 'User3', 'amount': 27, 'status': 'valid'}
{'transaction_id': 'TX347', 'sender': 'User2', 'receiver': 'User1', 'amount': 49, 'status': 'valid'}
{'transaction_id': 'TX348', 'sender': 'User3', 'receiver': 'User4', 'amount': 83, 'status': 'valid'}
{'transaction_id': 'TX349', 'sender': 'User4', 'receiver': 'User5', 'amount': 42, 'status': 'valid'}
{'transaction_id': 'TX350', 'sender': 'User1', 'receiver': 'User2', 'amount': 68, 'status': 'valid'}
{'transaction_id': 'TX351', 'sender': 'User3', 'receiver': 'User1', 'amount': 18, 'status': 'valid'}
{'transaction_id': 'TX352', 'sender': 'User4', 'receiver': 'User1', 'amount': 18, 'status': 'valid'}
{'transaction_id': 'TX353', 'sender': 'User4', 'receiver': 'User5', 'amount': 7, 'status': 'valid'}
{'transaction_id': 'TX354', 'sender': 'User5', 'receiver': 'User2', 'amount': 21, 'status': 'valid'}
{'transaction_id': 'TX355', 'sender': 'User5', 'receiver': 'User1', 'amount': 78, 'status': 'valid'}
{'transaction_id': 'TX356', 'sender': 'User3', 'receiver': 'User4', 'amount': 94, 'status': 'valid'}
{'transaction_id': 'TX357', 'sender': 'User2', 'receiver': 'User5', 'amount': 10, 'status': 'valid'}
{'transaction_id': 'TX358', 'sender': 'User5', 'receiver': 'User1', 'amount': 85, 'status': 'valid'}
{'transaction_id': 'TX359', 'sender': 'User1', 'receiver': 'User5', 'amount': 37, 'status': 'valid'}
{'transaction_id': 'TX360', 'sender': 'User2', 'receiver': 'User4', 'amount': 20, 'status': 'valid'}
{'transaction_id': 'TX361', 'sender': 'User3', 'receiver': 'User4', 'amount': 5, 'status': 'valid'}
{'transaction_id': 'TX362', 'sender': 'User4', 'receiver': 'User1', 'amount': 70, 'status': 'valid'}
{'transaction_id': 'TX363', 'sender': 'User2', 'receiver': 'User4', 'amount': 75, 'status': 'valid'}
{'transaction_id': 'TX364', 'sender': 'User4', 'receiver': 'User2', 'amount': 46, 'status': 'valid'}
{'transaction_id': 'TX365', 'sender': 'User4', 'receiver': 'User5', 'amount': 88, 'status': 'valid'}
{'transaction_id': 'TX366', 'sender': 'User3', 'receiver': 'User1', 'amount': 15, 'status': 'valid'}
{'transaction_id': 'TX367', 'sender': 'User1', 'receiver': 'User2', 'amount': 45, 'status': 'valid'}
{'transaction_id': 'TX368', 'sender': 'User2', 'receiver': 'User4', 'amount': 88, 'status': 'valid'}
{'transaction_id': 'TX369', 'sender': 'User1', 'receiver': 'User4', 'amount': 39, 'status': 'valid'}
